county,FIPS,Latitude,Longitude,JanTmp,JulTmp,JanSun,JulSun,Elevtn,#mcd,T,U,S,totalpop,p1,p2,p3
WILKES     3,7193,361985,81128,404,756,174,275,1118,21,137.8026,131.2557,141.4846,58657,8937,8561,6692
WILSON     3,7195,357193,77916,425,793,172,278,145,10,152.1811,152.0006,152.3959,63132,37642,4963,3359
YADKIN     3,7197,361659,80695,383,758,174,275,890,8,130.5706,124.732,133.7425,28439,5686,4992,3922
YANCEY     3,7199,359122,82298,403,761,171,279,1425,11,122.6187,117.7273,124.3297,14934,3499,3008,1682
ADAMS      3,8001,460476,102622,141,699,152,366,2680,27,108.0188,107.6404,108.2561,3584,1739,355,192
BARNES     3,8003,469239,98037,75,701,157,314,1355,56,129.2953,129.2444,129.3712,13960,7774,565,330
BENSON     3,8005,480642,99307,40,689,136,353,1515,48,106.256,101.5608,109.3482,7944,1141,857,678
BILLINGS   3,8007,470354,103321,121,693,152,366,2585,3,96.3233,94.8583,96.3233,1138,717,327,94
BOTTINEAU  3,8009,488125,100702,17,674,136,353,1640,58,115.3172,114.6608,115.9363,9239,2829,741,462
BOWMAN     3,8011,461552,103386,141,699,152,366,2980,30,110.5578,110.1611,110.7707,4229,2071,415,265
BURKE      3,8013,487913,102538,46,671,134,360,1958,37,96.7899,91.9722,99.547,3822,587,466,332
BURLEIGH   3,8015,468264,100748,82,708,152,366,1647,49,154.4384,154.4103,154.4477,54811,44485,2233,1658
CASS       3,8017,468807,96872,59,707,157,314,896,77,159.2536,159.0555,159.2663,88247,61383,10099,1706
CAVALIER   3,8019,487615,98427,13,667,139,343,1615,53,112.2288,111.8921,112.8352,7636,2335,413,300
DICKEY     3,8021,460935,98391,90,707,157,314,1439,39,114.9865,110.4439,115.2249,7207,2112,1967,208
DIVIDE     3,8023,488705,103411,57,681,134,360,1952,36,105.4999,105.2062,105.7879,3494,1469,283,98
DUNN       3,8025,473037,102597,92,686,134,360,2232,7,108.2244,102.3601,109.832,4627,1206,1010,897
EDDY       3,8027,477173,99042,38,678,163,323,1545,20,108.3183,108.0655,108.5561,3554,1791,307,142
EMMONS     3,8029,462668,100141,95,715,152,366,1685,17,109.8866,106.0825,111.3546,5877,1561,989,845
FOSTER     3,8031,474591,98982,53,683,163,323,1586,21,113.7327,113.6687,113.8962,4611,2641,186,166
GOLDEN VAL 3,8033,468854,103948,116,689,152,366,2670,17,104.6519,104.315,104.7815,2391,1381,218,209
GRAND FORK 3,8035,479209,97168,35,691,139,343,839,51,154.4828,154.1749,154.5026,66100,43765,9011,1524
GRANT      3,8037,463759,101678,101,701,152,366,2310,21,105.1012,98.6109,106.3756,4274,930,888,688
GRIGGS     3,8039,474531,98195,54,695,157,314,1428,23,104.045,103.5315,104.791,3714,1308,293,201
HETTINGER  3,8041,464337,102513,125,695,152,366,2420,35,106.2619,103.6085,106.6116,4275,1315,825,297
KIDDER     3,8043,469550,99789,76,695,163,323,1857,44,97.562,96.3662,99.2185,3833,796,271,202
LA MOURE   3,8045,464328,98555,79,693,157,314,1574,40,105.3305,100.728,106.789,6473,1077,843,570
LOGAN      3,8047,464839,99494,77,698,157,314,1955,17,104.4437,101.0722,105.1014,3493,1103,719,456
MCHENRY    3,8049,481778,100622,45,689,136,353,1482,61,105.3234,101.046,107.3679,7858,1101,867,479
MCINTOSH   3,8051,461280,99493,82,689,157,314,2001,9,109.0123,103.9339,110.2658,4800,1345,1192,654
MCKENZIE   3,8053,478048,103337,99,703,134,360,2165,34,112.3647,110.4917,113.2889,7132,2119,927,687
MCLEAN     3,8055,475649,101224,75,698,134,360,1889,48,114.8688,108.3763,117.3415,12383,1830,1767,1329
MERCER     3,8057,473064,101741,93,708,134,360,1780,8,119.5491,115.0581,120.513,9404,2908,2365,1308
MORTON     3,8059,468051,101131,98,699,152,366,2115,11,139.5066,139.2119,139.6682,25177,15513,2838,1408
MOUNTRAIL  3,8061,481554,102311,57,676,134,360,2280,58,112.0383,106.7154,112.4859,7679,1631,1335,1059
NELSON     3,8063,479116,98198,49,693,139,343,1525,34,102.9174,99.1139,104.692,5233,963,626,502
OLIVER     3,8065,471203,101328,85,690,134,360,2100,3,105.1373,99.1289,105.1373,2495,964,900,631
PEMBINA    3,8067,487835,97577,33,692,139,343,890,35,111.9258,105.5555,114.2928,10399,1505,1429,1082
PIERCE     3,8069,482949,99986,45,689,136,353,1550,22,117.559,117.0347,117.6646,6166,3335,896,189
RAMSEY     3,8071,481793,98802,42,689,139,343,1464,42,128.971,128.6147,129.0228,13048,7442,1622,416
RANSOM     3,8073,464909,97660,83,703,157,314,1089,29,113.3481,111.5672,113.7349,6698,2283,1140,400
RENVILLE   3,8075,487387,101581,44,679,134,360,1645,30,102.0486,100.348,102.7195,3608,1049,454,294
RICHLAND   3,8077,462447,96807,87,717,157,314,960,50,131.6571,131.4593,131.8105,19207,9064,1158,971
ROLETTE    3,8079,488257,99825,39,675,136,353,1920,17,123.9955,120.7381,124.3683,12177,4311,2871,1538
SARGENT    3,8081,461385,97597,83,716,157,314,1250,31,102.2577,95.0184,104.4133,5512,725,716,629
SHERIDAN   3,8083,475656,100326,68,698,163,323,1943,21,96.4763,93.6194,98.1051,2819,658,357,288
SIOUX      3,8085,461527,100807,114,719,152,366,1653,7,106.0523,99.2333,106.9053,3620,971,943,771
SLOPE      3,8087,464311,103424,138,695,152,366,2910,29,78.6657,75.6986,81.7975,1157,190,120,63
STARK      3,8089,468675,102770,104,685,152,366,2460,10,139.8004,139.5892,139.8816,23697,15924,2432,1274
STEELE     3,8091,474526,97759,45,686,157,314,1516,24,97.1661,94.8784,98.664,3106,718,406,166
STUTSMAN   3,8093,469220,98785,66,693,163,323,1492,74,139.9331,139.9081,139.9576,24154,16280,806,521
TOWNER     3,8095,486231,99233,31,681,139,343,1600,36,105.9321,105.4689,106.3528,4052,1496,287,257
TRAILL     3,8097,474845,97230,60,702,157,314,975,34,114.8924,111.3891,115.8273,9624,2255,1600,787
WALSH      3,8099,483935,97585,46,696,139,343,998,49,124.605,123.6987,124.9752,15371,5293,1844,592
WARD       3,8101,482810,101350,79,688,134,360,1713,69,150.3766,150.033,150.4565,58392,32843,5439,4801
WELLS      3,8103,476548,99738,66,695,163,323,1620,43,113.7082,113.0321,114.0549,6979,2527,761,220
WILLIAMS   3,8105,482346,103506,83,701,134,360,1899,67,137.2093,137.0304,137.275,22237,13336,1597,1384
ADAMS      3,9001,388369,83502,321,744,98,304,810,15,125.9227,121.5133,128.7476,24328,4549,3473,2319
ALLEN      3,9003,407537,84121,273,734,134,316,860,13,156.2726,155.3202,156.8897,112241,47381,12825,12344
ASHLAND    3,9005,408483,82304,264,721,102,301,1050,16,143.4619,143.1104,143.9973,46178,20326,3867,2383
ASHTABULA  3,9007,418081,80788,269,714,92,310,640,30,149.508,146.567,150.9574,104215,25829,13835,12017
ATHENS     3,9009,393571,82097,309,732,115,287,700,14,147.2879,146.4982,147.6461,56399,25706,7129,5063
AUGLAIZE   3,9011,405444,84257,273,734,127,311,875,14,141.1634,137.0682,141.7153,42554,13371,11214,3298
BELMONT    3,9013,400470,80859,304,739,115,287,659,16,147.1694,142.4904,148.6268,82569,19471,13675,12614
BROWN      3,9015,389217,83886,317,749,129,313,500,16,126.9226,121.5228,131.5796,31920,4552,3503,3288
BUTLER     3,9017,394389,84515,315,753,129,313,575,16,163.9267,159.4739,165.2906,258787,63189,43719,38707
CARROLL    3,9019,406042,81101,267,705,102,296,1200,14,131.3593,128.857,132.4496,25598,7568,4526,1807
CHAMPAIGN  3,9021,401005,83769,271,727,127,311,1000,12,137.9723,137.2505,138.784,33649,13541,3255,2950
CLARK      3,9023,399213,83840,281,746,127,311,1002,11,162.2378,161.4695,162.6356,150236,72563,20128,13664
CLERMONT   3,9025,390983,84204,321,762,129,313,761,15,153.6001,148.0307,154.9762,128483,28587,28225,12442
CLINTON    3,9027,394143,83827,299,741,129,313,1026,13,138.0022,136.3277,138.6375,34603,12702,5311,3735
COLUMBIANA 3,9029,407617,80708,267,705,102,296,1145,20,146.9428,141.2654,149.9339,113572,17886,16687,10220
COSHOCTON  3,9031,402822,81851,292,731,102,301,760,23,137.9492,137.1048,138.5662,36024,13405,4275,2010
CRAWFORD   3,9033,407948,82867,263,721,113,309,1005,17,141.6586,135.9701,142.4664,50075,12391,12274,5800
CUYAHOGA   3,9035,414634,81661,269,714,92,310,777,60,191.5692,191.3024,191.995,1498400,573822,92548,61963
DARKE      3,9037,401200,84611,268,725,127,311,1024,20,141.6569,140.9259,142.8942,55096,17470,4063,4005
DEFIANCE   3,9039,412939,84435,262,739,134,316,700,12,139.5857,137.327,140.3683,39987,13613,6340,5286
DELAWARE   3,9041,402671,83024,276,731,115,292,860,20,143.4986,142.9684,144.2791,53840,20127,4065,3791
ERIE       3,9043,414221,82639,274,742,113,309,606,11,150.8304,149.3664,151.7265,79655,31360,10989,10027
FAIRFIELD  3,9045,397468,82619,295,736,115,292,860,14,152.0137,150.9313,152.8418,93678,34953,12613,6221
FAYETTE    3,9047,395513,83448,294,739,115,292,960,11,137.1893,136.3049,137.5752,27467,12682,3691,2712
FRANKLIN   3,9049,399836,82987,284,736,115,292,812,23,191.1151,191.0745,191.204,869132,564826,35648,23027
FULTON     3,9051,415805,84107,244,720,134,316,740,12,135.7472,129.8762,137.5077,37751,8122,7307,5432
GALLIA     3,9053,388458,82254,337,755,98,304,673,15,131.6295,128.1938,133.3461,30098,7228,4907,2792
GEAUGA     3,9055,415115,81232,269,714,92,310,777,16,139.8237,134.5276,144.0947,74474,11212,8300,8207
GREENE     3,9057,397332,83984,296,734,129,313,915,14,156.9081,150.26,157.3942,129769,33364,32815,24653
GUERNSEY   3,9059,400148,81543,302,731,115,287,800,19,142.4082,141.642,142.7634,42024,18359,5584,2567
HAMILTON   3,9061,391711,84505,321,762,129,313,761,42,185.8371,185.5621,186.1679,873224,385457,56583,50717
HANCOCK    3,9063,410462,83633,258,727,134,316,768,18,151.4259,151.1935,151.5926,64581,35594,5096,3940
HARDIN     3,9065,406883,83687,266,726,127,311,980,15,134.928,130.7815,136.0265,32719,8648,7046,2907
HARRISON   3,9067,402911,81046,289,729,102,296,1260,15,124.126,121.8084,126.1161,18152,4643,2062,1979
HENRY      3,9069,413492,84079,262,739,134,316,680,13,133.3098,132.3721,134.5933,28383,9656,2628,2457
HIGHLAND   3,9071,392283,83575,301,738,129,313,1100,17,134.9022,131.0427,135.9521,33477,8806,6982,2473
HOCKING    3,9073,395157,82444,316,750,115,287,640,11,134.707,134.2312,135.3377,24304,10984,2077,1978
HOLMES     3,9075,405608,81889,282,718,102,301,930,14,127.0107,123.6249,131.2517,29416,5266,2996,2763
HURON      3,9077,411734,82633,270,723,113,309,670,22,139.6147,138.0957,141.1922,54608,14358,5720,3950
JACKSON    3,9079,390415,82609,307,735,98,304,700,13,134.7831,131.4434,135.6934,30592,9054,6016,3475
JEFFERSON  3,9081,403587,80679,296,733,102,296,992,15,149.2844,146.8825,150.5533,91564,26400,12954,10372
KNOX       3,9083,404010,82457,264,718,102,301,1145,24,138.6847,138.0605,139.8628,46304,14323,3600,2363
LAKE       3,9085,416805,81344,269,714,92,310,640,23,156.4666,153.6033,159.8745,212801,42065,22104,19329
LAWRENCE   3,9087,385119,82565,352,768,98,304,555,14,144.9921,142.2045,146.4268,63849,19089,9695,8826
LICKING    3,9089,400666,82465,287,731,115,292,835,29,153.7414,153.3036,154.6382,120981,41200,7515,7054
LOGAN      3,9091,403913,83782,272,729,127,311,1185,17,136.8177,135.6677,138.1614,39155,12134,4157,2858
LORAIN     3,9093,413952,82128,269,720,113,309,817,26,165.697,162.0258,166.3817,274909,75416,57538,21522
LUCAS      3,9095,416592,83589,264,749,134,316,595,16,184.442,184.3598,184.479,471741,354635,33061,18675
MADISON    3,9097,399032,83377,280,730,115,292,1020,15,133.4467,127.8443,135.0887,33004,7055,6958,3167
MAHONING   3,9099,410618,80683,270,709,102,296,1140,20,169.7052,168.1662,170.065,289487,115427,41833,37664
MARION     3,9101,405826,83138,275,733,115,292,920,15,155.1034,155.0146,155.1767,67974,46388,4425,2660
MEDINA     3,9103,411253,81835,266,711,92,310,1040,19,151.7772,147.7849,152.6739,113150,28104,18729,15268
MEIGS      3,9105,390540,82011,315,739,98,304,710,12,131.2818,129.7244,132.3579,23641,8037,3105,2434
MERCER     3,9107,405261,84608,271,739,127,311,875,14,137.7729,135.6879,138.7586,38334,12151,6049,3591
MIAMI      3,9109,400601,84244,281,746,127,311,920,12,150.6669,145.1373,151.7664,90381,23392,22339,11469
MONROE     3,9111,397375,81061,323,752,115,287,637,18,122.4357,120.7146,124.5114,17382,4304,1804,1318
MONTGOMERY 3,9113,397537,84206,281,746,129,313,1002,19,176.9545,176.0473,177.9242,571697,199321,61186,39751
MORGAN     3,9115,396210,81859,306,740,115,287,710,14,119.2507,113.559,121.7687,14241,2621,2065,1997
MORROW     3,9117,405283,82810,275,733,115,292,920,16,126.7223,124.4372,129.6165,26480,5571,2574,2223
MUSKINGUM  3,9119,399254,82003,304,737,115,287,1020,26,148.9541,148.065,149.8139,83340,28655,8733,5607
NOBLE      3,9121,397677,81474,302,731,115,287,980,15,119.6309,117.2409,120.6596,11310,3383,1903,935
OTTAWA     3,9123,415291,83073,264,749,113,309,595,12,133.9307,129.5056,137.1109,40076,7916,5359,4934
PAULDING   3,9125,411277,84586,255,729,134,316,725,12,125.14,120.6609,127.9,21302,4288,3016,2594
PERRY      3,9127,397385,82218,292,725,115,287,890,14,131.769,127.093,133.7393,31032,6697,5364,3484
PICKAWAY   3,9129,396617,83002,310,752,115,292,670,15,140.07,138.7642,141.0084,43662,15039,5001,4458
PIKE       3,9131,391000,83035,307,735,98,304,574,14,129.0179,127.7025,130.4154,22802,6986,2754,1476
PORTAGE    3,9133,411700,81271,260,711,92,310,1250,23,152.4331,149.2954,154.0641,135856,31206,21182,9055
PREBLE     3,9135,397479,84626,276,724,129,313,1000,13,131.4786,127.3957,135.69,38223,6839,4297,4140
PUTNAM     3,9137,410101,84101,258,727,134,316,768,15,131.056,128.1838,133.5082,32991,7223,3873,3243
RICHLAND   3,9139,407777,82531,280,735,102,301,1295,19,157.925,157.1872,158.4961,131205,53927,14624,9967
ROSS       3,9141,393449,83009,316,750,98,304,640,16,149.7827,149.4164,150.1213,65004,31469,5408,4726
SANDUSKY   3,9143,413424,83110,272,732,113,309,600,15,143.7548,141.2234,145.0519,63267,17834,9681,6323
SCIOTO     3,9145,387834,82958,339,764,98,304,540,18,147.9789,146.6306,149.0965,84545,25943,9529,6894
SENECA     3,9147,411302,83204,272,732,113,309,760,18,144.8411,142.5481,145.5356,61901,19549,11260,4028
SHELBY     3,9149,403105,84189,272,729,127,311,935,14,142.413,142.0755,143.011,43089,18919,3179,2653
STARK      3,9151,408245,81372,263,717,102,296,1208,21,167.5421,165.3153,169.4243,378823,94730,46665,32675
SUMMIT     3,9153,410917,81518,263,717,92,310,1208,29,178.9078,178.556,179.2416,524472,237177,43890,29751
TRUMBULL   3,9155,412306,80760,257,707,92,310,1178,28,161.2717,157.8925,162.8738,241863,56629,34590,26827
TUSCARAWAS 3,9157,404670,81456,282,718,102,296,920,23,146.4932,140.4328,147.7275,84614,16883,15837,11158
UNION      3,9159,402844,83353,266,723,115,292,1000,14,134.9335,133.6386,135.7159,29536,10542,3321,3290
VAN WERT   3,9161,408538,84560,268,735,134,316,795,12,138.0605,136.6456,138.4846,30458,12985,5671,2093
VINTON     3,9163,392337,82491,316,750,115,287,640,12,118.4783,114.7117,120.2309,11584,2839,1977,1272
WARREN     3,9165,394592,84229,315,753,129,313,575,13,150.7012,147.8131,152.2508,99276,28159,16697,10566
WASHINGTON 3,9167,394301,81487,329,752,115,287,610,24,141.7953,140.0729,143.5677,64266,16467,7193,4625
WAYNE      3,9169,408389,81865,263,710,102,301,1020,17,145.5348,142.3549,148.4171,97408,19289,10980,9250
WILLIAMS   3,9171,415299,84577,256,732,134,316,840,13,133.174,129.438,135.6662,36369,7879,5731,3046
WOOD       3,9173,414356,83599,268,738,134,316,675,24,148.6798,146.5105,150.5869,107372,25728,10899,10651
WYANDOT    3,9175,408671,83308,274,735,113,309,860,13,131.0918,127.8627,131.8521,22651,7064,5021,1722
ADAIR      4,1,358875,94632,380,802,155,307,846,4,132.5234,128.7556,132.9016,18575,7515,4563,4233
ALFALFA    4,3,366888,98334,358,832,185,329,1180,4,117.4229,113.0891,118.371,7077,2537,1632,1624
ATOKA      4,5,343511,96094,418,821,186,338,465,3,130.726,129.4306,130.726,12748,7875,2840,2033
BEAVER     4,7,367760,100530,344,811,217,343,2500,2,122.619,120,122.619,6806,4096,2710,0
BECKHAM    4,9,353485,99544,375,823,183,334,1900,4,136.4207,135.2393,136.4454,19243,11779,4392,2324
BLAINE     4,11,358927,98411,368,834,183,334,1550,4,128.498,126.808,129.0629,13443,6566,2437,2333
BRYAN      4,13,339752,96354,423,828,186,338,675,6,143.413,143.0521,143.4951,30535,20244,3455,3015
CADDO      4,15,351298,98346,386,829,196,338,1180,7,137.0824,135.1865,138.0816,30905,11736,4810,4274
CANADIAN   4,17,355164,97877,369,817,186,334,1315,4,152.7752,150.5825,152.7763,56452,34118,20275,1562
CARTER     4,19,342058,97219,427,840,186,338,880,5,149.5035,149.2898,149.5912,43610,31194,4217,3387
CHEROKEE   4,21,359107,94985,380,802,155,307,846,5,140.2427,139.3101,140.8312,30684,15619,4230,3972
CHOCTAW    4,23,340138,95533,429,827,155,307,570,3,135.1308,133.9406,135.1309,17203,10765,3400,3038
CIMARRON   4,25,367399,102456,343,774,217,343,4145,2,114.4529,113.2924,114.4529,3648,2573,1075,0
CLEVELAND  4,27,352427,97442,389,824,186,334,1109,5,163.4487,159.4675,163.4675,133173,63161,53059,11101
COAL       4,29,345508,96290,409,826,186,338,610,2,121.1623,119.2035,121.1623,6041,3876,2165,0
COMANCHE   4,31,346333,98424,397,833,196,338,1150,6,162.0803,161.6504,162.167,112456,73479,15934,8812
COTTON     4,33,343051,98326,409,844,196,338,995,3,122.3695,120.6911,122.3695,7338,4297,1847,1194
CRAIG      4,35,366528,95150,360,811,166,316,737,3,133.2244,132.061,133.2244,15014,9450,3056,2508
CREEK      4,37,359557,96261,376,814,186,334,825,7,150.4938,149.7477,150.7214,59016,32200,8546,6321
CUSTER     4,39,355558,98863,370,823,183,334,1610,5,139.3028,134.3658,139.3646,25995,11087,10792,2078
DELAWARE   4,41,364241,94789,385,817,166,316,1040,4,136.0261,132.3512,136.6184,23946,9642,6897,3768
DEWEY      4,43,360359,99038,361,816,183,334,1746,3,117.6263,112.6562,117.6263,5922,2462,1843,1617
ELLIS      4,45,362514,99793,350,804,217,343,2455,3,116.7693,111.6679,116.7693,5596,2299,1649,1648
GARFIELD   4,47,363946,97858,365,828,185,329,1245,3,157.3819,157.2938,157.3819,62820,54327,4561,3932
GARVIN     4,49,347410,97310,397,836,186,338,875,5,139.0228,137.6321,139.4268,27856,13904,5550,3210
GRADY      4,51,350437,97918,384,824,186,334,1085,6,143.71,142.6452,144.1665,39490,19681,6854,3826
GRANT      4,53,367797,97777,355,828,185,329,1070,4,116.8249,112.4258,117.522,6518,2423,1903,1145
GREER      4,55,349110,99477,393,835,196,338,1520,3,123.123,121.7929,123.123,7028,4638,2061,329
HARMON     4,57,347026,99890,394,849,196,338,1615,2,119.0268,118.7306,119.0268,4519,3751,768,0
HARPER     4,59,367733,99736,356,827,217,343,1795,2,117.0783,113.1628,117.0784,4715,2550,2165,0
HASKELL    4,61,352314,95107,393,825,155,307,654,4,125.4907,122.565,125.8493,11010,4893,2942,1822
HUGHES     4,63,350920,96300,398,824,155,307,915,3,132.1314,130.5968,132.1314,14338,8538,3380,2420
JACKSON    4,65,346423,99338,400,843,196,338,1380,4,146.3581,146.2411,146.3622,30356,25252,2642,1856
JEFFERSON  4,67,341196,97864,420,841,186,338,875,3,122.1961,116.7021,122.1961,8183,3259,2505,2419
JOHNSTON   4,69,342831,96632,416,826,186,338,642,3,126.0865,122.6386,126.0865,10356,4918,2854,2584
KAY        4,71,367436,97142,353,831,185,329,1038,6,149.6656,148.8279,149.7808,49852,30211,9669,4348
KINGFISHER 4,73,359382,97925,372,832,186,334,1060,3,131.3979,128.6051,131.3979,14187,7437,4673,2077
KIOWA      4,75,349393,99002,373,832,196,338,1552,5,126.7001,123.8019,127.0664,12711,5331,2819,2471
LATIMER    4,77,348835,95271,393,825,155,307,635,3,126.43,124.7117,126.43,9840,5678,2154,2008
LE FLORE   4,79,350603,94650,411,828,155,307,572,10,135.4224,128.4608,138.1944,40698,7363,6876,6389
LINCOLN    4,81,356745,96839,381,820,186,334,960,6,132.3082,127.2451,134.645,26601,6768,4966,4685
LOGAN      4,83,358983,97452,374,826,186,334,980,4,143.1531,142.8887,143.1884,26881,20016,3021,2415
LOVE       4,85,339247,97196,425,837,186,334,865,2,125.7932,125.3163,125.7932,7469,5921,1548,0
MCCLAIN    4,87,350487,97465,389,824,186,334,1109,3,137.6052,135.0817,137.6052,20291,11651,7445,1195
MCCURTAIN  4,89,339979,94805,432,819,155,307,460,6,140.1633,135.1816,140.8988,36151,11732,10872,4329
MCINTOSH   4,91,353838,95609,393,825,155,307,760,4,132.1959,129.805,132.3031,15562,8082,4851,1462
MAJOR      4,93,362965,98430,357,828,185,329,1300,2,126.4633,124.3359,126.4633,8772,5532,3240,0
MARSHALL   4,95,340442,96769,421,833,186,338,770,2,128.9356,126.2936,128.9356,10550,6336,4214,0
MAYES      4,97,362966,95233,364,813,166,316,640,4,141.2266,139.0162,141.589,32261,15304,7034,5874
MURRAY     4,99,345066,97020,407,827,186,338,990,2,131.1312,128.9387,131.1312,12147,7611,4536,0
MUSKOGEE   4,101,357187,95375,389,822,155,307,595,7,157.1791,157.132,157.2125,66939,53721,3161,2989
NOBLE      4,103,363434,97263,376,824,185,329,1025,3,130.2683,129.3351,130.2683,11573,7823,2718,1032
